facility_id,predicted_satisfaction,actual_satisfaction,rank,priority,feature,shap_impact,recommendation,estimated_impact
,75.66,72.88,2,HIGH,avg_er_wait_minutes,0.3878,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,75.66,72.88,3,HIGH,OP_18b,0.2421,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,74.79,72.88,1,MEDIUM,bed_count,1.4831,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,74.79,72.88,2,HIGH,OP_18b,0.2262,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,74.79,72.88,3,HIGH,MORT_30_AMI,0.1791,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.6,72.88,1,HIGH,OP_18b,0.293,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.6,72.88,2,HIGH,MORT_30_AMI,0.1353,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.6,72.88,3,HIGH,avg_er_wait_minutes,0.0508,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,73.42,72.88,1,HIGH,OP_18b,0.2802,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,73.42,72.88,2,HIGH,MORT_30_AMI,0.1459,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,73.42,72.88,3,HIGH,avg_er_wait_minutes,0.0361,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,72.97,72.88,1,MEDIUM,bed_count,0.1932,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,72.97,72.88,2,HIGH,MORT_30_AMI,0.1426,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.97,72.88,3,HIGH,OP_18b,0.0976,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.95,72.88,1,MEDIUM,bed_count,0.612,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,72.95,72.88,2,HIGH,MORT_30_AMI,0.1571,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.95,72.88,3,HIGH,OP_18b,0.0202,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.66,72.88,1,HIGH,OP_18b,0.302,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.66,72.88,2,HIGH,MORT_30_AMI,0.1191,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.66,72.88,3,HIGH,avg_er_wait_minutes,0.0511,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,73.28,72.88,1,MEDIUM,bed_count,0.1787,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,73.28,72.88,2,HIGH,MORT_30_AMI,0.1267,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,73.28,72.88,3,HIGH,OP_18b,0.0522,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,73.14,72.88,1,MEDIUM,bed_count,0.3734,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,73.14,72.88,2,HIGH,MORT_30_AMI,0.1408,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,73.14,72.88,3,HIGH,OP_18b,0.0127,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,73.0,72.88,1,MEDIUM,bed_count,1.539,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,73.0,72.88,2,HIGH,MORT_30_AMI,0.1335,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,73.0,72.88,3,HIGH,hospital_overall_rating,-0.0521,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,72.92,72.88,1,MEDIUM,bed_count,1.0994,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,72.92,72.88,2,HIGH,MORT_30_AMI,0.1453,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.92,72.88,3,HIGH,hospital_overall_rating,-0.0462,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,73.12,72.88,1,MEDIUM,bed_count,0.5462,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,73.12,72.88,2,HIGH,MORT_30_AMI,0.1489,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,73.12,72.88,3,HIGH,hospital_overall_rating,-0.0228,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,72.87,72.88,1,MEDIUM,bed_count,1.5804,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,72.87,72.88,2,HIGH,MORT_30_AMI,0.1318,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.87,72.88,3,HIGH,hospital_overall_rating,-0.0459,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,66.44,70.88,1,HIGH,hospital_overall_rating,-0.1797,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,72.55,72.5,1,HIGH,OP_18b,0.1471,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.55,72.5,2,HIGH,avg_er_wait_minutes,0.1392,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,72.04,79.25,1,MEDIUM,bed_count,0.8619,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,72.04,79.25,2,HIGH,MORT_30_AMI,0.0234,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,69.02,69.88,1,HIGH,hospital_overall_rating,-2.435,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,69.02,69.88,2,LOW,deprivation_index,0.1044,High deprivation area — partner with community health organizations for wraparound services,+0.5–1% satisfaction
,69.4,70.38,1,HIGH,hospital_overall_rating,-3.684,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,69.4,70.38,2,HIGH,avg_er_wait_minutes,0.7321,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,69.4,70.38,3,HIGH,MORT_30_AMI,0.7069,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,71.45,66.12,1,HIGH,MORT_30_AMI,0.1064,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,71.45,66.12,2,HIGH,OP_18b,0.0655,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,71.24,73.25,1,HIGH,hospital_overall_rating,-2.3412,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,71.24,73.25,2,MEDIUM,bed_count,1.0603,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,71.24,73.25,3,HIGH,MORT_30_AMI,0.1034,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,68.17,65.88,1,HIGH,hospital_overall_rating,-2.5551,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,68.17,65.88,2,HIGH,OP_18b,0.1207,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,78.03,77.88,1,HIGH,avg_er_wait_minutes,0.461,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,78.03,77.88,2,HIGH,OP_18b,0.4324,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,78.03,77.88,3,MEDIUM,bed_count,0.2713,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,78.32,81.12,1,HIGH,avg_er_wait_minutes,0.6474,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,78.32,81.12,2,HIGH,OP_18b,0.5042,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,78.32,81.12,3,MEDIUM,bed_count,0.2546,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,74.0,72.88,1,MEDIUM,bed_count,1.7659,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,74.0,72.88,2,HIGH,avg_er_wait_minutes,0.6458,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,74.0,72.88,3,HIGH,OP_18b,0.3044,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.76,72.88,1,MEDIUM,bed_count,1.4334,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,72.76,72.88,2,HIGH,OP_18b,0.1642,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.76,72.88,3,HIGH,MORT_30_AMI,0.1629,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,73.33,72.88,1,MEDIUM,bed_count,1.6094,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,73.33,72.88,2,HIGH,avg_er_wait_minutes,0.4173,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,73.33,72.88,3,HIGH,OP_18b,0.2847,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.74,72.88,1,MEDIUM,bed_count,1.4681,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,72.74,72.88,2,HIGH,MORT_30_AMI,0.1168,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.74,72.88,3,HIGH,OP_18b,0.0651,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,76.67,78.5,1,MEDIUM,bed_count,2.4959,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,76.67,78.5,2,HIGH,avg_er_wait_minutes,0.5366,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,76.67,78.5,3,HIGH,OP_18b,0.2849,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,73.84,72.88,1,MEDIUM,bed_count,1.77,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,73.84,72.88,2,HIGH,avg_er_wait_minutes,0.6152,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,73.84,72.88,3,HIGH,OP_18b,0.2844,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,73.86,72.88,1,MEDIUM,bed_count,1.9578,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,73.86,72.88,2,HIGH,MORT_30_AMI,0.1177,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,73.86,72.88,3,HIGH,OP_18b,0.0448,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,73.5,72.88,1,MEDIUM,bed_count,1.97,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,73.5,72.88,2,HIGH,OP_18b,0.1841,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,73.5,72.88,3,HIGH,MORT_30_AMI,0.1568,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,73.55,72.88,1,MEDIUM,bed_count,2.1634,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,73.55,72.88,2,HIGH,MORT_30_AMI,0.1209,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,73.55,72.88,3,HIGH,hospital_overall_rating,-0.0587,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,76.23,76.0,1,MEDIUM,bed_count,2.7111,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,76.23,76.0,2,HIGH,OP_18b,0.0909,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,76.23,76.0,3,HIGH,MORT_30_AMI,0.0881,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.68,72.88,1,MEDIUM,bed_count,1.1853,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,72.68,72.88,2,HIGH,MORT_30_AMI,0.1096,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.68,72.88,3,HIGH,hospital_overall_rating,-0.0724,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,76.43,79.38,1,MEDIUM,bed_count,2.837,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,76.43,79.38,2,HIGH,OP_18b,0.1386,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,76.43,79.38,3,HIGH,avg_er_wait_minutes,0.1209,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,73.44,72.88,1,MEDIUM,bed_count,2.0012,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,73.44,72.88,2,HIGH,MORT_30_AMI,0.1019,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,73.44,72.88,3,HIGH,hospital_overall_rating,-0.0664,Low CMS star rating — focus on quality improvement initiatives targeting rated measures,+3–5% satisfaction
,72.36,72.88,1,HIGH,OP_18b,0.2993,Improve ER throughput — target median ER time under 200 minutes,+2–3% satisfaction
,72.36,72.88,2,HIGH,avg_er_wait_minutes,0.1599,Reduce ER wait times — implement fast-track triage for non-critical patients,+2–4% satisfaction
,72.36,72.88,3,HIGH,MORT_30_AMI,0.1127,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
,72.91,72.88,1,MEDIUM,bed_count,0.2424,Large hospital penalty — invest in patient experience programs to offset scale disadvantage,+1–2% satisfaction
,72.91,72.88,2,HIGH,MORT_30_AMI,0.0985,Improve AMI outcomes — review cardiac care protocols against national benchmarks,+1–3% satisfaction
